T: 6332 | X: 163 | Y: -3 | Z 29
T: 6453 | X: 103 | Y: -3 | Z 32
T: 6453 | X: 103 | Y: -3 | Z 32
T: 6453 | X: 103 | Y: -3 | Z 32
T: 6454 | X: 103 | Y: -3 | Z 31
T: 6454 | X: 103 | Y: -3 | Z 31
T: 6454 | X: 103 | Y: -3 | Z 30
T: 6454 | X: 103 | Y: -3 | Z 30
T: 6454 | X: 103 | Y: -3 | Z 29
T: 6455 | X: 103 | Y: -3 | Z 29
T: 6455 | X: 103 | Y: -3 | Z 29
T: 6455 | X: 103 | Y: -3 | Z 28
T: 6455 | X: 103 | Y: -3 | Z 28
T: 6456 | X: 103 | Y: -3 | Z 27
T: 6456 | X: 103 | Y: -3 | Z 27
T: 6456 | X: 103 | Y: -3 | Z 26
T: 6456 | X: 103 | Y: -3 | Z 26
T: 6456 | X: 103 | Y: -3 | Z 26
T: 6457 | X: 103 | Y: -3 | Z 25
T: 6457 | X: 103 | Y: -3 | Z 25
T: 6457 | X: 102 | Y: -3 | Z 25
T: 6457 | X: 102 | Y: -3 | Z 25
T: 6457 | X: 102 | Y: -3 | Z 26
T: 6458 | X: 102 | Y: -3 | Z 26
T: 6458 | X: 101 | Y: -3 | Z 26
T: 6458 | X: 101 | Y: -3 | Z 27
T: 6458 | X: 101 | Y: -3 | Z 27
T: 6459 | X: 101 | Y: -3 | Z 28
T: 6459 | X: 101 | Y: -3 | Z 28
T: 6459 | X: 101 | Y: -3 | Z 28
T: 6459 | X: 101 | Y: -3 | Z 29
T: 6459 | X: 100 | Y: -3 | Z 29
T: 6460 | X: 100 | Y: -3 | Z 29
T: 6460 | X: 100 | Y: -3 | Z 30
T: 6460 | X: 100 | Y: -3 | Z 30
T: 6460 | X: 99 | Y: -3 | Z 31
T: 6460 | X: 99 | Y: -3 | Z 31
T: 6461 | X: 99 | Y: -3 | Z 31
T: 6461 | X: 98 | Y: -3 | Z 31
T: 6461 | X: 98 | Y: -3 | Z 31
T: 6461 | X: 98 | Y: -3 | Z 31
T: 6462 | X: 97 | Y: -3 | Z 32
T: 6462 | X: 97 | Y: -3 | Z 32
T: 6462 | X: 96 | Y: -3 | Z 32
T: 6462 | X: 96 | Y: -3 | Z 32
T: 6462 | X: 95 | Y: -3 | Z 32
T: 6463 | X: 95 | Y: -3 | Z 32
T: 6463 | X: 95 | Y: -3 | Z 32
T: 6463 | X: 94 | Y: -3 | Z 32
T: 6463 | X: 94 | Y: -3 | Z 32
T: 6463 | X: 93 | Y: -3 | Z 32
T: 6464 | X: 93 | Y: -3 | Z 32
T: 6464 | X: 92 | Y: -3 | Z 32
T: 6464 | X: 92 | Y: -3 | Z 32
T: 6464 | X: 92 | Y: -3 | Z 32
T: 6465 | X: 91 | Y: -3 | Z 32
T: 6465 | X: 91 | Y: -3 | Z 32
T: 6465 | X: 90 | Y: -3 | Z 32
T: 6465 | X: 90 | Y: -3 | Z 32
T: 6465 | X: 90 | Y: -3 | Z 32
T: 6466 | X: 90 | Y: -3 | Z 32
T: 6466 | X: 90 | Y: -3 | Z 32
T: 6466 | X: 90 | Y: -3 | Z 32
T: 6466 | X: 90 | Y: -3 | Z 32
T: 6466 | X: 91 | Y: -3 | Z 31
T: 6467 | X: 91 | Y: -3 | Z 32
T: 6467 | X: 92 | Y: -3 | Z 32
T: 6467 | X: 92 | Y: -3 | Z 32
T: 6467 | X: 93 | Y: -3 | Z 32
T: 6468 | X: 93 | Y: -3 | Z 32
T: 6468 | X: 93 | Y: -3 | Z 32
T: 6468 | X: 94 | Y: -3 | Z 32
T: 6468 | X: 94 | Y: -3 | Z 32
T: 6468 | X: 95 | Y: -3 | Z 32
T: 6469 | X: 95 | Y: -3 | Z 32
T: 6469 | X: 96 | Y: -3 | Z 32
T: 6469 | X: 96 | Y: -3 | Z 32
T: 6469 | X: 96 | Y: -3 | Z 32
T: 6470 | X: 97 | Y: -3 | Z 32
T: 6470 | X: 97 | Y: -3 | Z 31
T: 6470 | X: 97 | Y: -3 | Z 31
T: 6470 | X: 97 | Y: -3 | Z 30
T: 6470 | X: 97 | Y: -3 | Z 30
T: 6471 | X: 97 | Y: -3 | Z 30
T: 6471 | X: 97 | Y: -3 | Z 29
T: 6471 | X: 97 | Y: -3 | Z 29
T: 6471 | X: 97 | Y: -3 | Z 28
T: 6471 | X: 97 | Y: -3 | Z 28
T: 6472 | X: 97 | Y: -3 | Z 27
T: 6472 | X: 97 | Y: -3 | Z 27
T: 6472 | X: 97 | Y: -3 | Z 27
T: 6472 | X: 97 | Y: -3 | Z 26
T: 6473 | X: 97 | Y: -3 | Z 26
T: 6473 | X: 97 | Y: -3 | Z 25
T: 6473 | X: 97 | Y: -3 | Z 25
T: 6473 | X: 98 | Y: -3 | Z 25
T: 6473 | X: 98 | Y: -3 | Z 25
T: 6474 | X: 98 | Y: -3 | Z 25
T: 6474 | X: 97 | Y: -3 | Z 26
T: 6474 | X: 97 | Y: -3 | Z 26
T: 6474 | X: 97 | Y: -3 | Z 27
T: 6474 | X: 97 | Y: -3 | Z 28
T: 6475 | X: 97 | Y: -3 | Z 29
T: 6475 | X: 97 | Y: -3 | Z 29
T: 6475 | X: 97 | Y: -3 | Z 30
T: 6475 | X: 97 | Y: -3 | Z 30
T: 6476 | X: 97 | Y: -3 | Z 31
T: 6476 | X: 97 | Y: -3 | Z 31
T: 6476 | X: 97 | Y: -3 | Z 32
T: 6476 | X: 97 | Y: -3 | Z 32
T: 6476 | X: 97 | Y: -3 | Z 32
T: 6477 | X: 96 | Y: -3 | Z 33
T: 6477 | X: 96 | Y: -3 | Z 33
T: 6477 | X: 96 | Y: -3 | Z 34
T: 6477 | X: 96 | Y: -3 | Z 34
T: 6478 | X: 96 | Y: -3 | Z 35
T: 6478 | X: 96 | Y: -3 | Z 35
T: 6478 | X: 96 | Y: -3 | Z 35
T: 6478 | X: 96 | Y: -3 | Z 36
T: 6478 | X: 96 | Y: -3 | Z 36
T: 6479 | X: 96 | Y: -3 | Z 37
T: 6479 | X: 95 | Y: -3 | Z 37
T: 6479 | X: 95 | Y: -3 | Z 37
T: 6479 | X: 95 | Y: -3 | Z 38
T: 6479 | X: 95 | Y: -3 | Z 38
T: 6480 | X: 95 | Y: -3 | Z 39
T: 6480 | X: 95 | Y: -3 | Z 39
T: 6480 | X: 95 | Y: -3 | Z 40
T: 6480 | X: 95 | Y: -3 | Z 40
T: 6481 | X: 94 | Y: -3 | Z 40
T: 6481 | X: 94 | Y: -3 | Z 40
T: 6481 | X: 94 | Y: -3 | Z 41
T: 6481 | X: 93 | Y: -3 | Z 41
T: 6481 | X: 93 | Y: -3 | Z 40
T: 6482 | X: 93 | Y: -3 | Z 40
T: 6482 | X: 92 | Y: -3 | Z 40
T: 6482 | X: 92 | Y: -3 | Z 39
T: 6482 | X: 92 | Y: -3 | Z 39
T: 6483 | X: 92 | Y: -3 | Z 39
T: 6483 | X: 92 | Y: -3 | Z 38
T: 6483 | X: 91 | Y: -3 | Z 38
T: 6483 | X: 91 | Y: -3 | Z 37
T: 6483 | X: 91 | Y: -3 | Z 37
T: 6484 | X: 91 | Y: -3 | Z 36
T: 6484 | X: 91 | Y: -3 | Z 35
T: 6484 | X: 91 | Y: -3 | Z 35
T: 6484 | X: 91 | Y: -3 | Z 34
T: 6484 | X: 91 | Y: -3 | Z 34
T: 6485 | X: 91 | Y: -3 | Z 34
T: 6485 | X: 90 | Y: -3 | Z 33
T: 6485 | X: 90 | Y: -3 | Z 33
T: 6485 | X: 90 | Y: -3 | Z 32
T: 6486 | X: 90 | Y: -3 | Z 32
T: 6486 | X: 90 | Y: -3 | Z 31
T: 6486 | X: 90 | Y: -3 | Z 31
T: 6486 | X: 90 | Y: -3 | Z 30
T: 6486 | X: 90 | Y: -3 | Z 29
T: 6487 | X: 90 | Y: -3 | Z 29
T: 6487 | X: 90 | Y: -3 | Z 29
T: 6487 | X: 90 | Y: -3 | Z 28
T: 6487 | X: 90 | Y: -3 | Z 28
T: 6487 | X: 90 | Y: -3 | Z 27
T: 6488 | X: 90 | Y: -3 | Z 27
T: 6488 | X: 90 | Y: -3 | Z 26
T: 6488 | X: 90 | Y: -3 | Z 26
T: 6488 | X: 90 | Y: -3 | Z 26
T: 6489 | X: 90 | Y: -3 | Z 25
T: 6489 | X: 89 | Y: -3 | Z 25
T: 6489 | X: 89 | Y: -3 | Z 25
T: 6489 | X: 89 | Y: -3 | Z 25
T: 6489 | X: 88 | Y: -3 | Z 25
T: 6490 | X: 88 | Y: -3 | Z 25
T: 6490 | X: 87 | Y: -3 | Z 25
T: 6490 | X: 87 | Y: -3 | Z 25
T: 6490 | X: 86 | Y: -3 | Z 25
T: 6490 | X: 86 | Y: -3 | Z 25
T: 6491 | X: 86 | Y: -3 | Z 25
T: 6491 | X: 85 | Y: -3 | Z 25
T: 6491 | X: 85 | Y: -3 | Z 26
T: 6491 | X: 85 | Y: -3 | Z 26
T: 6492 | X: 84 | Y: -3 | Z 26
T: 6492 | X: 84 | Y: -3 | Z 26
T: 6492 | X: 84 | Y: -3 | Z 27
T: 6492 | X: 83 | Y: -3 | Z 27
T: 6492 | X: 83 | Y: -3 | Z 27
T: 6493 | X: 83 | Y: -3 | Z 27
T: 6493 | X: 82 | Y: -3 | Z 28
T: 6493 | X: 82 | Y: -3 | Z 28
T: 6493 | X: 82 | Y: -3 | Z 28
T: 6494 | X: 81 | Y: -3 | Z 29
T: 6494 | X: 81 | Y: -3 | Z 29
T: 6494 | X: 81 | Y: -3 | Z 29
T: 6494 | X: 80 | Y: -3 | Z 29
T: 6494 | X: 80 | Y: -3 | Z 30
T: 6495 | X: 80 | Y: -3 | Z 30
T: 6495 | X: 79 | Y: -3 | Z 30
T: 6495 | X: 79 | Y: -3 | Z 31
T: 6495 | X: 79 | Y: -3 | Z 31
T: 6495 | X: 79 | Y: -3 | Z 31
T: 6496 | X: 78 | Y: -3 | Z 31
T: 6496 | X: 78 | Y: -3 | Z 32
T: 6496 | X: 77 | Y: -3 | Z 32
T: 6496 | X: 77 | Y: -3 | Z 32
T: 6497 | X: 77 | Y: -3 | Z 33
T: 6497 | X: 77 | Y: -3 | Z 33
T: 6497 | X: 78 | Y: -3 | Z 33
T: 6497 | X: 78 | Y: -3 | Z 33
T: 6497 | X: 79 | Y: -3 | Z 33
T: 6498 | X: 79 | Y: -3 | Z 34
T: 6498 | X: 79 | Y: -3 | Z 34
T: 6498 | X: 80 | Y: -3 | Z 34
T: 6498 | X: 80 | Y: -3 | Z 34
T: 6498 | X: 80 | Y: -3 | Z 35
T: 6499 | X: 81 | Y: -3 | Z 35
T: 6499 | X: 81 | Y: -3 | Z 35
T: 6499 | X: 81 | Y: -3 | Z 35
T: 6499 | X: 81 | Y: -3 | Z 36
T: 6500 | X: 82 | Y: -3 | Z 36
T: 6500 | X: 82 | Y: -3 | Z 37
T: 6500 | X: 82 | Y: -3 | Z 37
T: 6500 | X: 82 | Y: -3 | Z 37
T: 6500 | X: 82 | Y: -3 | Z 38
T: 6501 | X: 82 | Y: -3 | Z 38
T: 6501 | X: 82 | Y: -3 | Z 39
T: 6501 | X: 82 | Y: -3 | Z 39
T: 6501 | X: 82 | Y: -3 | Z 39
T: 6502 | X: 82 | Y: -3 | Z 40
T: 6502 | X: 82 | Y: -3 | Z 40
T: 6502 | X: 82 | Y: -3 | Z 41
T: 6502 | X: 81 | Y: -3 | Z 41
T: 6502 | X: 81 | Y: -3 | Z 41
T: 6503 | X: 81 | Y: -3 | Z 41
T: 6503 | X: 80 | Y: -3 | Z 42
T: 6503 | X: 80 | Y: -3 | Z 42
T: 6503 | X: 79 | Y: -3 | Z 42
T: 6503 | X: 79 | Y: -3 | Z 42
T: 6504 | X: 78 | Y: -3 | Z 42
T: 6504 | X: 78 | Y: -3 | Z 42
T: 6504 | X: 78 | Y: -3 | Z 42
T: 6504 | X: 77 | Y: -3 | Z 42
T: 6505 | X: 77 | Y: -3 | Z 41
T: 6505 | X: 77 | Y: -3 | Z 41
T: 6505 | X: 77 | Y: -3 | Z 40
T: 6505 | X: 77 | Y: -3 | Z 40
T: 6505 | X: 77 | Y: -3 | Z 40
T: 6506 | X: 77 | Y: -3 | Z 39
T: 6506 | X: 77 | Y: -3 | Z 39
T: 6506 | X: 77 | Y: -3 | Z 38
T: 6506 | X: 77 | Y: -3 | Z 38
T: 6507 | X: 77 | Y: -3 | Z 37
T: 6507 | X: 77 | Y: -3 | Z 37
T: 6507 | X: 77 | Y: -3 | Z 37
T: 6507 | X: 77 | Y: -3 | Z 36
T: 6507 | X: 77 | Y: -3 | Z 36
T: 6508 | X: 77 | Y: -3 | Z 35
T: 6508 | X: 77 | Y: -3 | Z 35
T: 6508 | X: 77 | Y: -3 | Z 34
T: 6508 | X: 77 | Y: -3 | Z 34
T: 6508 | X: 77 | Y: -3 | Z 34
T: 6509 | X: 77 | Y: -3 | Z 33
T: 6509 | X: 77 | Y: -3 | Z 33
T: 6509 | X: 77 | Y: -3 | Z 32
T: 6509 | X: 77 | Y: -3 | Z 32
T: 6510 | X: 77 | Y: -3 | Z 31
T: 6510 | X: 77 | Y: -3 | Z 31
T: 6510 | X: 77 | Y: -3 | Z 31
T: 6510 | X: 77 | Y: -3 | Z 30
T: 6510 | X: 77 | Y: -3 | Z 30
T: 6511 | X: 77 | Y: -3 | Z 29
T: 6511 | X: 77 | Y: -3 | Z 29
T: 6511 | X: 77 | Y: -3 | Z 28
T: 6511 | X: 77 | Y: -3 | Z 28
T: 6511 | X: 77 | Y: -3 | Z 28
T: 6512 | X: 77 | Y: -3 | Z 27
T: 6512 | X: 77 | Y: -3 | Z 27
T: 6512 | X: 77 | Y: -3 | Z 26
T: 6512 | X: 77 | Y: -3 | Z 26
T: 6513 | X: 77 | Y: -3 | Z 25
T: 6513 | X: 77 | Y: -3 | Z 25
T: 6513 | X: 77 | Y: -3 | Z 25
T: 6513 | X: 77 | Y: -3 | Z 24
T: 6513 | X: 76 | Y: -3 | Z 24
T: 6514 | X: 76 | Y: -3 | Z 23
T: 6514 | X: 76 | Y: -3 | Z 23
T: 6514 | X: 76 | Y: -3 | Z 23
T: 6514 | X: 75 | Y: -3 | Z 23
T: 6514 | X: 75 | Y: -3 | Z 22
T: 6515 | X: 75 | Y: -3 | Z 22
T: 6515 | X: 74 | Y: -3 | Z 22
T: 6515 | X: 74 | Y: -3 | Z 22
T: 6515 | X: 73 | Y: -3 | Z 22
T: 6516 | X: 73 | Y: -3 | Z 22
T: 6516 | X: 72 | Y: -3 | Z 23
T: 6516 | X: 72 | Y: -3 | Z 23
T: 6516 | X: 72 | Y: -3 | Z 23
T: 6516 | X: 72 | Y: -3 | Z 24
T: 6517 | X: 71 | Y: -3 | Z 24
T: 6517 | X: 71 | Y: -3 | Z 24
T: 6517 | X: 71 | Y: -3 | Z 25
T: 6517 | X: 71 | Y: -3 | Z 25
T: 6517 | X: 71 | Y: -3 | Z 26
T: 6518 | X: 71 | Y: -3 | Z 26
T: 6518 | X: 70 | Y: -3 | Z 26
T: 6518 | X: 70 | Y: -3 | Z 27
T: 6518 | X: 70 | Y: -3 | Z 27
T: 6519 | X: 70 | Y: -3 | Z 28
T: 6519 | X: 70 | Y: -3 | Z 28
T: 6519 | X: 70 | Y: -3 | Z 28
T: 6519 | X: 70 | Y: -3 | Z 29
T: 6519 | X: 69 | Y: -3 | Z 29
T: 6520 | X: 69 | Y: -3 | Z 30
T: 6520 | X: 69 | Y: -3 | Z 30
T: 6520 | X: 69 | Y: -3 | Z 30
T: 6520 | X: 69 | Y: -3 | Z 31
T: 6521 | X: 69 | Y: -3 | Z 31
T: 6521 | X: 69 | Y: -3 | Z 32
T: 6521 | X: 69 | Y: -3 | Z 32
T: 6521 | X: 68 | Y: -3 | Z 33
T: 6521 | X: 68 | Y: -3 | Z 33
T: 6522 | X: 68 | Y: -3 | Z 33
T: 6522 | X: 69 | Y: -3 | Z 34
T: 6522 | X: 68 | Y: -3 | Z 34
T: 6522 | X: 68 | Y: -3 | Z 34
T: 6523 | X: 68 | Y: -3 | Z 34
T: 6523 | X: 67 | Y: -3 | Z 34
T: 6523 | X: 67 | Y: -3 | Z 34
T: 6523 | X: 67 | Y: -3 | Z 33
T: 6523 | X: 67 | Y: -3 | Z 33
T: 6524 | X: 67 | Y: -3 | Z 33
T: 6524 | X: 68 | Y: -3 | Z 33
T: 6524 | X: 68 | Y: -3 | Z 34
T: 6524 | X: 68 | Y: -3 | Z 34
T: 6524 | X: 68 | Y: -3 | Z 34
T: 6525 | X: 69 | Y: -3 | Z 35
T: 6525 | X: 69 | Y: -3 | Z 35
T: 6525 | X: 69 | Y: -3 | Z 36
T: 6525 | X: 69 | Y: -3 | Z 36
T: 6526 | X: 69 | Y: -3 | Z 36
T: 6526 | X: 69 | Y: -3 | Z 37
T: 6526 | X: 69 | Y: -3 | Z 37
T: 6526 | X: 69 | Y: -3 | Z 38
T: 6526 | X: 69 | Y: -3 | Z 38
T: 6527 | X: 70 | Y: -3 | Z 38
T: 6527 | X: 70 | Y: -3 | Z 39
T: 6527 | X: 70 | Y: -3 | Z 39
T: 6527 | X: 70 | Y: -3 | Z 40
T: 6527 | X: 70 | Y: -3 | Z 40
T: 6528 | X: 70 | Y: -3 | Z 41
T: 6528 | X: 70 | Y: -3 | Z 41
T: 6528 | X: 70 | Y: -3 | Z 41
T: 6528 | X: 71 | Y: -3 | Z 42
T: 6529 | X: 71 | Y: -3 | Z 42
T: 6529 | X: 71 | Y: -3 | Z 43
T: 6529 | X: 71 | Y: -3 | Z 43
T: 6529 | X: 71 | Y: -3 | Z 43
T: 6529 | X: 71 | Y: -3 | Z 44
T: 6530 | X: 71 | Y: -3 | Z 44
T: 6530 | X: 72 | Y: -3 | Z 45
T: 6530 | X: 72 | Y: -3 | Z 45
T: 6530 | X: 72 | Y: -3 | Z 45
T: 6531 | X: 72 | Y: -3 | Z 46
T: 6531 | X: 72 | Y: -3 | Z 46
T: 6531 | X: 73 | Y: -3 | Z 46
T: 6531 | X: 73 | Y: -3 | Z 45
T: 6531 | X: 73 | Y: -3 | Z 45
T: 6532 | X: 72 | Y: -3 | Z 44
T: 6532 | X: 72 | Y: -3 | Z 44
T: 6532 | X: 72 | Y: -3 | Z 44
T: 6532 | X: 72 | Y: -3 | Z 43
T: 6532 | X: 72 | Y: -3 | Z 43
T: 6533 | X: 72 | Y: -3 | Z 42
T: 6533 | X: 71 | Y: -3 | Z 42
T: 6533 | X: 71 | Y: -3 | Z 42
T: 6533 | X: 71 | Y: -3 | Z 41
T: 6534 | X: 71 | Y: -3 | Z 41
T: 6534 | X: 70 | Y: -3 | Z 41
T: 6534 | X: 70 | Y: -3 | Z 40
T: 6534 | X: 70 | Y: -3 | Z 40
T: 6534 | X: 70 | Y: -3 | Z 40
T: 6535 | X: 69 | Y: -3 | Z 39
T: 6535 | X: 69 | Y: -3 | Z 39
T: 6535 | X: 69 | Y: -3 | Z 39
T: 6535 | X: 69 | Y: -3 | Z 38
T: 6535 | X: 68 | Y: -3 | Z 38
T: 6536 | X: 68 | Y: -3 | Z 37
T: 6536 | X: 68 | Y: -3 | Z 37
T: 6536 | X: 68 | Y: -3 | Z 37
T: 6536 | X: 67 | Y: -3 | Z 36
T: 6537 | X: 67 | Y: -3 | Z 36
T: 6537 | X: 67 | Y: -3 | Z 36
T: 6537 | X: 67 | Y: -3 | Z 35
T: 6537 | X: 66 | Y: -3 | Z 35
T: 6537 | X: 66 | Y: -3 | Z 35
T: 6538 | X: 66 | Y: -3 | Z 35
T: 6538 | X: 66 | Y: -3 | Z 34
T: 6538 | X: 65 | Y: -3 | Z 34
T: 6538 | X: 65 | Y: -3 | Z 34
T: 6539 | X: 65 | Y: -3 | Z 33
T: 6539 | X: 64 | Y: -3 | Z 33
T: 6539 | X: 64 | Y: -3 | Z 33
T: 6539 | X: 63 | Y: -3 | Z 33
T: 6539 | X: 63 | Y: -3 | Z 33
T: 6540 | X: 63 | Y: -3 | Z 33
T: 6540 | X: 62 | Y: -3 | Z 33
T: 6540 | X: 62 | Y: -3 | Z 33
T: 6540 | X: 61 | Y: -3 | Z 33
T: 6540 | X: 61 | Y: -3 | Z 33
T: 6541 | X: 60 | Y: -3 | Z 33
T: 6541 | X: 60 | Y: -3 | Z 33
T: 6541 | X: 60 | Y: -3 | Z 33
T: 6541 | X: 59 | Y: -3 | Z 33
T: 6542 | X: 59 | Y: -3 | Z 33
T: 6542 | X: 59 | Y: -3 | Z 33
T: 6542 | X: 59 | Y: -3 | Z 33
T: 6542 | X: 60 | Y: -3 | Z 33
T: 6542 | X: 60 | Y: -3 | Z 33
T: 6543 | X: 60 | Y: -3 | Z 33
T: 6543 | X: 61 | Y: -3 | Z 33
T: 6543 | X: 61 | Y: -3 | Z 33
T: 6543 | X: 62 | Y: -3 | Z 33
T: 6543 | X: 62 | Y: -3 | Z 33
T: 6544 | X: 62 | Y: -3 | Z 33
T: 6544 | X: 63 | Y: -3 | Z 33
T: 6544 | X: 63 | Y: -3 | Z 32
T: 6544 | X: 63 | Y: -3 | Z 32
T: 6545 | X: 63 | Y: -3 | Z 32
T: 6545 | X: 63 | Y: -3 | Z 31
T: 6545 | X: 63 | Y: -3 | Z 31
T: 6545 | X: 63 | Y: -3 | Z 30
T: 6545 | X: 63 | Y: -3 | Z 30
T: 6546 | X: 63 | Y: -3 | Z 29
T: 6546 | X: 63 | Y: -3 | Z 28
T: 6546 | X: 63 | Y: -3 | Z 28
T: 6546 | X: 63 | Y: -3 | Z 27
T: 6546 | X: 63 | Y: -3 | Z 27
T: 6547 | X: 63 | Y: -3 | Z 26
T: 6547 | X: 63 | Y: -3 | Z 26
T: 6547 | X: 63 | Y: -3 | Z 26
T: 6547 | X: 62 | Y: -3 | Z 26
T: 6548 | X: 62 | Y: -3 | Z 26
T: 6548 | X: 62 | Y: -3 | Z 26
T: 6548 | X: 61 | Y: -3 | Z 26
T: 6548 | X: 61 | Y: -3 | Z 26
T: 6548 | X: 60 | Y: -3 | Z 26
T: 6549 | X: 60 | Y: -3 | Z 26
T: 6549 | X: 60 | Y: -3 | Z 26
T: 6549 | X: 59 | Y: -3 | Z 27
T: 6549 | X: 59 | Y: -3 | Z 27
T: 6549 | X: 58 | Y: -3 | Z 27
T: 6550 | X: 58 | Y: -3 | Z 27
T: 6550 | X: 58 | Y: -3 | Z 27
T: 6550 | X: 57 | Y: -3 | Z 28
T: 6550 | X: 57 | Y: -3 | Z 28
T: 6551 | X: 57 | Y: -3 | Z 28
T: 6551 | X: 56 | Y: -3 | Z 29
T: 6551 | X: 56 | Y: -3 | Z 29
T: 6551 | X: 56 | Y: -3 | Z 29
T: 6551 | X: 55 | Y: -3 | Z 29
T: 6552 | X: 55 | Y: -3 | Z 30
T: 6552 | X: 55 | Y: -3 | Z 30
T: 6552 | X: 55 | Y: -3 | Z 30
T: 6552 | X: 55 | Y: -3 | Z 31
T: 6553 | X: 54 | Y: -3 | Z 31
T: 6553 | X: 54 | Y: -3 | Z 32
T: 6553 | X: 54 | Y: -3 | Z 33
T: 6553 | X: 54 | Y: -3 | Z 33
T: 6553 | X: 54 | Y: -3 | Z 34
T: 6554 | X: 54 | Y: -3 | Z 34
T: 6554 | X: 54 | Y: -3 | Z 34
T: 6554 | X: 54 | Y: -3 | Z 35
T: 6554 | X: 54 | Y: -3 | Z 35
T: 6554 | X: 54 | Y: -3 | Z 36
T: 6555 | X: 54 | Y: -3 | Z 36
T: 6555 | X: 55 | Y: -3 | Z 36
T: 6555 | X: 55 | Y: -3 | Z 37
T: 6555 | X: 55 | Y: -3 | Z 37
T: 6556 | X: 55 | Y: -3 | Z 38
T: 6556 | X: 55 | Y: -3 | Z 38
T: 6556 | X: 56 | Y: -3 | Z 38
T: 6556 | X: 56 | Y: -3 | Z 39
T: 6557 | X: 56 | Y: -3 | Z 39
T: 6557 | X: 57 | Y: -3 | Z 39
T: 6557 | X: 57 | Y: -3 | Z 39
T: 6557 | X: 58 | Y: -3 | Z 39
T: 6557 | X: 58 | Y: -3 | Z 40
T: 6558 | X: 58 | Y: -3 | Z 40
T: 6558 | X: 59 | Y: -3 | Z 40
T: 6558 | X: 59 | Y: -3 | Z 40
T: 6558 | X: 60 | Y: -3 | Z 40
T: 6558 | X: 60 | Y: -3 | Z 40
T: 6559 | X: 60 | Y: -3 | Z 41
T: 6559 | X: 61 | Y: -3 | Z 41
T: 6559 | X: 61 | Y: -3 | Z 41
T: 6559 | X: 62 | Y: -3 | Z 41
T: 6560 | X: 62 | Y: -3 | Z 41
T: 6560 | X: 62 | Y: -3 | Z 41
T: 6560 | X: 63 | Y: -3 | Z 41
T: 6560 | X: 63 | Y: -3 | Z 42
T: 6560 | X: 63 | Y: -3 | Z 42
T: 6561 | X: 63 | Y: -3 | Z 42
T: 6561 | X: 64 | Y: -3 | Z 41
T: 6561 | X: 63 | Y: -3 | Z 41
T: 6561 | X: 63 | Y: -3 | Z 41
T: 6561 | X: 63 | Y: -3 | Z 41
T: 6562 | X: 62 | Y: -3 | Z 41
T: 6562 | X: 62 | Y: -3 | Z 41
T: 6562 | X: 61 | Y: -3 | Z 41
T: 6562 | X: 61 | Y: -3 | Z 41
T: 6563 | X: 61 | Y: -3 | Z 41
T: 6563 | X: 60 | Y: -3 | Z 41
T: 6563 | X: 60 | Y: -3 | Z 40
T: 6563 | X: 59 | Y: -3 | Z 40
T: 6563 | X: 59 | Y: -3 | Z 40
T: 6564 | X: 58 | Y: -3 | Z 40
T: 6564 | X: 58 | Y: -3 | Z 40
T: 6564 | X: 58 | Y: -3 | Z 40
T: 6564 | X: 57 | Y: -3 | Z 39
T: 6564 | X: 56 | Y: -3 | Z 39
T: 6565 | X: 56 | Y: -3 | Z 39
T: 6565 | X: 56 | Y: -3 | Z 38
T: 6565 | X: 55 | Y: -3 | Z 38
T: 6565 | X: 55 | Y: -3 | Z 37
T: 6566 | X: 55 | Y: -3 | Z 37
T: 6566 | X: 54 | Y: -3 | Z 36
T: 6566 | X: 54 | Y: -3 | Z 36
T: 6566 | X: 54 | Y: -3 | Z 35
T: 6566 | X: 54 | Y: -3 | Z 34
T: 6567 | X: 54 | Y: -3 | Z 34
T: 6567 | X: 54 | Y: -3 | Z 33
T: 6567 | X: 54 | Y: -3 | Z 33
T: 6567 | X: 54 | Y: -3 | Z 32
T: 6568 | X: 54 | Y: -3 | Z 32
T: 6568 | X: 54 | Y: -3 | Z 32
T: 6568 | X: 54 | Y: -3 | Z 31
T: 6568 | X: 54 | Y: -3 | Z 31
T: 6568 | X: 53 | Y: -3 | Z 30
T: 6569 | X: 53 | Y: -3 | Z 30
T: 6569 | X: 53 | Y: -3 | Z 29
T: 6569 | X: 53 | Y: -3 | Z 29
T: 6569 | X: 53 | Y: -3 | Z 29
T: 6569 | X: 53 | Y: -3 | Z 28
T: 6570 | X: 53 | Y: -3 | Z 28
T: 6570 | X: 53 | Y: -3 | Z 27
T: 6570 | X: 53 | Y: -3 | Z 27
T: 6570 | X: 53 | Y: -3 | Z 26
T: 6571 | X: 53 | Y: -3 | Z 26
T: 6571 | X: 52 | Y: -3 | Z 26
T: 6571 | X: 52 | Y: -3 | Z 25
T: 6571 | X: 52 | Y: -3 | Z 25
T: 6571 | X: 51 | Y: -3 | Z 25
T: 6572 | X: 51 | Y: -3 | Z 25
T: 6572 | X: 51 | Y: -3 | Z 25
T: 6572 | X: 50 | Y: -3 | Z 25
T: 6572 | X: 50 | Y: -3 | Z 25
T: 6572 | X: 49 | Y: -3 | Z 25
T: 6573 | X: 49 | Y: -3 | Z 25
T: 6573 | X: 49 | Y: -3 | Z 25
T: 6573 | X: 48 | Y: -3 | Z 25
T: 6573 | X: 48 | Y: -3 | Z 25
T: 6574 | X: 47 | Y: -3 | Z 26
